Período,emprego_industria_fiergs,horas_trabalhadas_fiergs,uso_cap_ins_fiergs,faturamentoreal_industria_fiergs,compras_industriais_fiergs,indicador_industrial_fiergs,agri_pecu_imp,producao_florestal_imp,pesca_aquicultura_imp,carvao_imp,petroleo_gas_imp,minerais_metal_imp,minerais_n_metalicos_imp,alimentos_imp,bebidas_imp,tabaco_imp,texteis_imp,vestuario_imp,couro_calc_imp,madeira_imp,celulose_imp,impressao_gravacao_imp,coque_petroleo_bio_imp,quimic_imp,farmaquim_imp,borracha_plast_imp,min_n_met_imp,metalurgia_imp,produtos_metal_imp,informatica_imp,maq_eq_ele_imp,maq_eq_imp,veiculos_imp,outros_transporte_imp,moveis_imp,prod_diversos_imp,eletricidade_gas_imp,coleta_residuos_imp,edicao_impressao_imp,cinemato_imp,arqui_eng_imp,ativ_pro_cienti_imp,artistic_imp,outros_imp,total_extrativa_imp,total_ind_transform_imp,total_ind_imp,total_imp,agri_pecu_exp,producao_florestal_exp,pesca_aquicultura_exp,carvao_exp,petroleo_gas_exp,minerais_metal_exp,minerais_n_metalicos_exp,alimentos_exp,bebidas_exp,tabaco_exp,texteis_exp,vestuario_exp,couro_calc_exp,madeira_exp,celulose_exp,impressao_gravacao_exp,coque_petroleo_bio_exp,quimic_exp,farmaquim_exp,borracha_plast_exp,min_n_met_exp,metalurgia_Exp,produtos_metal_exp,informatica_exp,maq_eq_ele_exp,maq_eq_exp,veiculos_exp,outros_transporte_exp,moveis_exp,prod_diversos_exp,eletricidade_gas_exp,coleta_residuos_exp,cinemato_exp,arqui_eng_exp,ativ_pro_cienti_exp,trans_espec_exp,artistic_exp,outros_exp,total_extrativa_exp,total_ind_transform_exp,total_ind_exp,total_exp,volume_varejo_rs,populacao_rs,desemprego_rs,ocupado_emprego,ocupado_rendimento_medio,ass_emprego,ass_rendimento_real,RESIDENCIAL_AES,COMERCIAL_AES,INDUSTRIAL_AES,RURAL_AES,SERVIÇOS_PUBLICOS_AES,OUTROS_AES,TOTAL_AES,RESIDENCIAL_CEEE,COMERCIAL_CEEE,INDUSTRIAL_CEEE,RURAL_CEEE,SERVIÇOS_PUBLICOS_CEEE,OUTROS_CEEE,TOTAL_CEEE,RESIDENCIAL_RGE,COMERCIAL_RGE,INDUSTRIAL_RGE,RURAL_RGE,SERVIÇOS_PUBLICOS_RGE,OUTROS_RGE,TOTAL_RGE,INPC 0 IBGE,INCC 0 FGV,IGP0M 0 FGV,IGP0DI 0 FGV,IPCA 0 IBGE,PRODUÇÃO ANIMAL E EXTRAÇÃO VEGETAL,INDÚSTRIA EXTRATIVA MINERAL,INDÚSTRIA DE TRANSFORMAÇÃO,INDÚSTRIA DE BENEFICIAMENTO,INDÚSTRIA DE MONTAGEM,INDÚSTRIA DE ACONDICIONAMENTO E RECONDICIONAMENTO,COMÉRCIO ATACADISTA,COMÉRCIO VAREJISTA,SERVIÇOS E OUTROS,TOTAL,Amendoim em Casca,Arroz em Casca,Aveia,Feijão,Milho,Soja,Sorgo Granífero,Trigo,Alho,Cebola,Aipim,Batata,Tomate Sal. (Gaúcho),Tomate Sta. Cruz,Feno de Alfafa,Fumo Folha (Virgin),Erva0Mate (Folh Ver),Vaca para Abate,Touro de 3 anos,Novilho rec 4/+ anos,Novilho rec 3 anos,Novilho rec 2 anos,Novilho rec 1 ano,Vaca Solteira,Vaca com cria ao pé,Vaca de Invernar,Vaquilhona de 3 anos,Vaquilhona de 2 anos,Vaquilhona de 1 ano,Terneiro (a),Carneiro SO,Cordeiro para Abate,Ovelha para Abate,Ovelha de Cria,Lã Cruza 1 especial,Vaca Leiteira Comum,Vaca Hol PPC 1a cria,Nov Hol PPC (prenha),Vaca Velha,Leite (Vl Liq Rec),Cavalo de Serviço,Junta de bois mansos,Suíno tipo Carne,Suíno tipo Misto,Ovos de Colônia,Ovos de Granja,Mel de Abelha,Peixe Carpa (vivo),Peixe Carpa (evisce)
10/2009,100.547500000,102.617400000,82.106200000,119.802600000,104.870800000,105.672381235,72.870000000,0.370000000,0.240000000,0.000000000,239.550000000,0.000000000,3.840000000,48.450000000,7.680000000,1.210000000,23.060000000,1.000000000,9.640000000,6.920000000,34.520000000,0.840000000,72.550000000,569.120000000,7.210000000,52.520000000,12.000000000,41.480000000,24.300000000,50.770000000,23.170000000,183.430000000,652.280000000,1.660000000,3.780000000,21.080000000,0.000000000,0.360000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,243.390000000,1848.650000000,2092.400000000,2165.880000000,201.450000000,1.200000000,0.000000000,0.000000000,0.000000000,0.000000000,4.000000000,1086.220000000,5.410000000,973.050000000,38.050000000,8.430000000,312.940000000,21.740000000,34.210000000,0.250000000,83.830000000,470.170000000,0.070000000,65.180000000,22.430000000,15.860000000,145.060000000,12.820000000,88.280000000,230.450000000,179.370000000,0.930000000,61.000000000,25.800000000,302.150000000,0.060000000,0.000000000,0.010000000,0.000000000,25.540000000,0.000000000,0.000000000,4.000000000,3881.540000000,4187.760000000,4415.950000000,77.100000000,111.200000000,10.400000000,120.900000000,98.800000000,130.900000000,98.800000000,158850.000000000,79451.000000000,207398.000000000,64970.000000000,49139.000000000,4790.000000000,564599.000000000,189325.000000000,139561.000000000,129069.000000000,23083.000000000,55918.000000000,682.000000000,537639.000000000,153742.000000000,88117.000000000,209470.000000000,78556.000000000,47076.000000000,30306.000000000,607267.000000000,3078.690000000,419.410000000,405.130000000,398.580000000,2994.190000000,7144059.000000000,3727116.000000000,575271933.000000000,44191391.000000000,20835236.000000000,632152.000000000,302705855.000000000,135306903.000000000,157181560.000000000,1308755374.000000000,95.000000000,27.170000000,17.000000000,65.630000000,17.210000000,41.740000000,14.630000000,22.460000000,7.680000000,1.360000000,485.420000000,52.500000000,66.500000000,63.230000000,13.050000000,67.500000000,5.500000000,2.210000000,4000.000000000,1020.000000000,798.570000000,646.670000000,550.910000000,704.290000000,1031.250000000,732.500000000,732.500000000,645.000000000,498.890000000,424.550000000,650.000000000,2.400000000,2.060000000,122.500000000,50.460000000,1620.000000000,2756.250000000,2618.750000000,816.250000000,0.570000000,887.500000000,3200.000000000,1.960000000,1.760000000,2.010000000,1.860000000,7.220000000,4.220000000,5.210000000
11/2009,101.455000000,100.478500000,81.806000000,109.391400000,94.329000000,101.706615825,61.110000000,0.340000000,0.160000000,0.000000000,148.280000000,0.000000000,8.010000000,39.040000000,9.510000000,1.740000000,24.120000000,0.930000000,13.460000000,5.880000000,25.710000000,0.650000000,335.020000000,353.010000000,5.250000000,59.430000000,14.640000000,39.090000000,32.870000000,44.900000000,25.120000000,186.230000000,603.160000000,1.490000000,2.540000000,17.580000000,0.000000000,0.300000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,156.280000000,1841.360000000,1997.940000000,2059.550000000,33.720000000,1.910000000,0.120000000,0.000000000,0.000000000,0.000000000,3.710000000,738.730000000,2.540000000,357.260000000,24.970000000,7.900000000,280.100000000,31.980000000,13.360000000,0.730000000,145.790000000,382.570000000,1.160000000,63.830000000,22.250000000,16.360000000,103.000000000,10.440000000,52.260000000,227.030000000,139.940000000,0.520000000,46.710000000,20.920000000,89.670000000,0.020000000,0.000000000,0.000000000,0.000000000,17.300000000,0.000000000,0.000000000,3.710000000,2690.350000000,2783.740000000,2836.790000000,72.500000000,110.600000000,10.000000000,120.700000000,96.800000000,130.200000000,97.400000000,170130.000000000,88091.000000000,208516.000000000,73702.000000000,50351.000000000,5032.000000000,595822.000000000,197451.000000000,154666.000000000,126173.000000000,24995.000000000,57852.000000000,701.000000000,561839.000000000,146076.000000000,89831.000000000,197001.000000000,82790.000000000,45671.000000000,32306.000000000,593675.000000000,3090.080000000,420.640000000,405.550000000,398.860000000,3006.470000000,4797855.000000000,4447492.000000000,646515740.000000000,42060703.000000000,20781530.000000000,667788.000000000,323097225.000000000,163574673.000000000,149337569.000000000,1419093801.000000000,95.000000000,26.320000000,15.560000000,66.830000000,17.870000000,41.050000000,15.130000000,22.170000000,7.530000000,1.130000000,501.880000000,56.000000000,59.000000000,47.130000000,13.050000000,75.000000000,5.140000000,2.130000000,4000.000000000,1075.000000000,820.000000000,693.000000000,582.730000000,703.330000000,1047.500000000,715.630000000,713.750000000,659.090000000,475.000000000,435.000000000,616.670000000,2.530000000,2.180000000,124.000000000,52.690000000,1487.500000000,2618.750000000,2518.750000000,769.140000000,0.570000000,820.000000000,2927.780000000,2.040000000,1.790000000,2.050000000,1.920000000,7.050000000,4.080000000,5.390000000
12/2009,100.286400000,91.734100000,78.539300000,105.086000000,98.326000000,99.636835980,104.070000000,0.470000000,0.160000000,0.000000000,96.720000000,0.000000000,2.240000000,41.900000000,7.260000000,0.350000000,24.210000000,1.640000000,13.610000000,4.460000000,18.860000000,1.380000000,252.910000000,239.010000000,10.700000000,55.860000000,12.510000000,42.990000000,24.950000000,50.190000000,27.020000000,200.740000000,737.700000000,1.790000000,2.320000000,17.240000000,2.320000000,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,0.010000000,0.000000000,98.960000000,1789.610000000,1891.080000000,1995.790000000,33.670000000,1.430000000,0.000000000,0.000000000,0.000000000,0.000000000,3.560000000,736.820000000,4.150000000,280.730000000,27.220000000,9.220000000,364.970000000,36.060000000,34.020000000,0.340000000,359.380000000,488.720000000,2.690000000,68.340000000,26.420000000,19.510000000,120.120000000,11.350000000,94.290000000,268.170000000,182.340000000,1.140000000,56.900000000,56.300000000,2337.650000000,0.030000000,0.000000000,0.000000000,0.000000000,13.380000000,0.000000000,0.000000000,3.560000000,3249.230000000,5590.470000000,5638.950000000,103.000000000,111.100000000,9.400000000,122.100000000,97.800000000,130.300000000,99.200000000,179337.000000000,99057.000000000,219729.000000000,81961.000000000,52390.000000000,5666.000000000,638140.000000000,202683.000000000,173397.000000000,131374.000000000,36026.000000000,61336.000000000,836.000000000,605651.000000000,154907.000000000,99494.000000000,212591.000000000,86289.000000000,47939.000000000,32973.000000000,634193.000000000,3097.500000000,421.050000000,404.500000000,398.410000000,3017.590000000,4991226.000000000,4460525.000000000,630614152.000000000,47577879.000000000,17799122.000000000,553373.000000000,326632951.000000000,139982811.000000000,206657363.000000000,1425691111.000000000,85.000000000,26.960000000,17.330000000,62.640000000,18.080000000,41.710000000,14.250000000,21.950000000,7.470000000,1.010000000,551.250000000,57.200000000,57.580000000,44.480000000,13.050000000,73.500000000,5.500000000,2.120000000,3833.330000000,1075.000000000,861.430000000,692.860000000,595.000000000,686.670000000,1000.000000000,706.250000000,707.500000000,616.000000000,492.860000000,452.860000000,542.860000000,2.500000000,2.080000000,130.000000000,52.140000000,1526.000000000,2742.860000000,2527.780000000,880.000000000,0.560000000,850.000000000,3183.330000000,1.990000000,1.720000000,2.000000000,1.780000000,7.100000000,4.050000000,5.240000000
1/2010,100.969300000,91.565700000,79.724100000,91.602000000,106.811100000,98.306495049,47.880000000,0.720000000,0.130000000,0.000000000,183.260000000,0.050000000,12.700000000,38.370000000,6.510000000,7.010000000,27.150000000,4.600000000,17.800000000,5.860000000,30.710000000,0.860000000,420.100000000,283.220000000,8.460000000,68.030000000,13.040000000,52.090000000,37.200000000,42.630000000,26.230000000,191.990000000,428.250000000,3.100000000,2.940000000,18.530000000,2.930000000,0.220000000,0.040000000,0.000000000,0.000000000,0.000000000,0.050000000,0.000000000,196.010000000,1734.680000000,1933.850000000,1982.650000000,50.270000000,1.170000000,0.000000000,0.000000000,0.000000000,0.000000000,2.160000000,715.770000000,2.300000000,181.830000000,22.560000000,3.900000000,324.900000000,19.620000000,19.630000000,0.250000000,66.640000000,437.670000000,1.930000000,61.130000000,17.320000000,15.760000000,95.590000000,7.500000000,49.260000000,148.860000000,139.560000000,0.500000000,38.520000000,15.400000000,145.470000000,0.010000000,0.000000000,0.000000000,0.000000000,18.180000000,0.000000000,0.000000000,2.160000000,2386.410000000,2534.040000000,2603.660000000,72.000000000,111.100000000,9.700000000,121.800000000,95.700000000,133.300000000,96.500000000,201766.000000000,102028.000000000,172377.000000000,139343.000000000,51505.000000000,6071.000000000,673090.000000000,234861.000000000,184754.000000000,118929.000000000,72895.000000000,61928.000000000,824.000000000,674190.000000000,171349.000000000,101550.000000000,169996.000000000,90628.000000000,46809.000000000,32102.000000000,612434.000000000,3124.760000000,423.740000000,407.050000000,402.430000000,3040.220000000,6780262.000000000,4942739.000000000,708684458.000000000,44253830.000000000,18347351.000000000,564067.000000000,357977182.000000000,190540017.000000000,168530820.000000000,1541028659.000000000,58.560000000,28.280000000,16.230000000,59.590000000,17.540000000,39.650000000,11.250000000,22.850000000,8.470000000,1.020000000,557.000000000,63.140000000,44.000000000,37.000000000,13.050000000,82.000000000,5.240000000,2.150000000,3500.000000000,1050.000000000,855.000000000,707.000000000,551.670000000,822.000000000,1140.910000000,712.780000000,794.440000000,683.000000000,535.000000000,446.820000000,466.780000000,2.530000000,2.140000000,134.250000000,57.970000000,1442.730000000,2609.090000000,2475.000000000,846.250000000,0.520000000,820.000000000,3250.000000000,13.360000000,1.640000000,15.490000000,22.780000000,6.910000000,3.880000000,5.240000000
2/2010,102.666200000,97.265600000,81.080800000,92.453800000,100.803900000,98.704551933,100.370000000,0.490000000,0.360000000,0.000000000,85.530000000,0.000000000,15.170000000,39.870000000,2.860000000,9.090000000,34.490000000,4.310000000,15.750000000,7.300000000,21.780000000,0.450000000,710.750000000,359.870000000,5.780000000,60.980000000,13.320000000,47.190000000,30.640000000,36.360000000,29.840000000,204.860000000,573.410000000,0.810000000,2.030000000,11.700000000,0.000000000,0.300000000,0.020000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,100.700000000,2223.440000000,2324.440000000,2425.680000000,43.970000000,1.150000000,0.000000000,0.000000000,0.000000000,0.050000000,2.710000000,814.390000000,1.840000000,152.280000000,25.300000000,7.260000000,401.780000000,42.720000000,4.270000000,0.230000000,190.670000000,372.370000000,1.650000000,61.250000000,21.210000000,13.300000000,98.250000000,10.990000000,68.780000000,211.800000000,153.570000000,0.620000000,49.950000000,15.840000000,0.000000000,0.010000000,0.000000000,0.010000000,0.000000000,16.030000000,0.010000000,0.000000000,2.760000000,2720.310000000,2723.070000000,2784.250000000,68.200000000,111.900000000,9.600000000,122.700000000,98.100000000,133.100000000,98.000000000,200554.000000000,104935.000000000,212197.000000000,166868.000000000,51111.000000000,6045.000000000,741710.000000000,225815.000000000,181377.000000000,129547.000000000,79176.000000000,60899.000000000,874.000000000,677688.000000000,155637.000000000,97227.000000000,196568.000000000,89086.000000000,44763.000000000,31672.000000000,614953.000000000,3146.630000000,425.270000000,411.840000000,406.830000000,3063.930000000,7222736.000000000,4707184.000000000,539944082.000000000,43391949.000000000,15597290.000000000,503180.000000000,271002945.000000000,122762003.000000000,103908934.000000000,1144847624.000000000,96.830000000,31.560000000,20.000000000,64.170000000,15.810000000,36.540000000,15.000000000,22.020000000,8.110000000,0.850000000,516.670000000,70.420000000,41.500000000,29.190000000,13.050000000,83.000000000,5.130000000,2.240000000,4000.000000000,1150.000000000,852.000000000,704.000000000,570.000000000,714.000000000,997.140000000,715.000000000,754.000000000,641.670000000,488.000000000,451.670000000,433.330000000,2.520000000,2.160000000,63.670000000,52.500000000,1650.000000000,2577.780000000,2366.670000000,901.000000000,0.550000000,850.000000000,2433.330000000,1.880000000,1.730000000,2.080000000,1.970000000,7.090000000,4.130000000,5.580000000
3/2010,104.795800000,109.142000000,84.003300000,116.713500000,121.303100000,111.045393758,132.240000000,0.660000000,0.480000000,0.000000000,86.470000000,0.000000000,1.830000000,43.390000000,6.490000000,28.010000000,47.250000000,8.290000000,25.510000000,9.910000000,24.960000000,1.530000000,651.990000000,352.310000000,6.780000000,73.870000000,16.140000000,86.790000000,41.300000000,55.710000000,40.160000000,284.740000000,631.200000000,12.970000000,3.960000000,16.600000000,0.000000000,0.400000000,0.060000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,88.310000000,2469.870000000,2558.580000000,2692.020000000,211.130000000,1.500000000,0.000000000,0.000000000,0.000000000,0.000000000,2.790000000,757.080000000,2.320000000,235.950000000,31.410000000,9.620000000,337.760000000,22.710000000,153.270000000,0.200000000,51.140000000,420.530000000,2.250000000,77.910000000,27.670000000,17.000000000,125.960000000,11.860000000,63.190000000,240.660000000,192.820000000,1.060000000,56.090000000,20.600000000,0.000000000,0.370000000,0.000000000,0.020000000,0.000000000,34.650000000,0.000000000,0.000000000,2.790000000,2859.060000000,2862.210000000,3109.520000000,78.700000000,111.700000000,9.800000000,122.100000000,98.700000000,134.100000000,97.600000000,192468.000000000,104491.000000000,220394.000000000,160190.000000000,52394.000000000,6912.000000000,736849.000000000,230261.000000000,185914.000000000,121989.000000000,69988.000000000,61563.000000000,895.000000000,670610.000000000,162510.000000000,106969.000000000,227474.000000000,101743.000000000,48592.000000000,34866.000000000,682154.000000000,3168.970000000,428.480000000,415.730000000,409.400000000,3079.860000000,10912001.000000000,5095462.000000000,558354179.000000000,40217224.000000000,18133521.000000000,536147.000000000,383450397.000000000,143705148.000000000,212516886.000000000,1421600536.000000000,94.330000000,28.130000000,15.000000000,65.580000000,15.540000000,33.070000000,14.000000000,22.110000000,8.810000000,1.210000000,520.000000000,74.170000000,60.710000000,49.810000000,13.050000000,83.000000000,5.170000000,2.190000000,3750.000000000,1100.000000000,850.000000000,691.670000000,563.000000000,721.430000000,1008.750000000,736.430000000,742.860000000,657.500000000,526.250000000,411.670000000,608.330000000,2.560000000,2.200000000,136.670000000,57.970000000,1397.780000000,2712.500000000,2592.860000000,690.000000000,0.560000000,840.000000000,2933.330000000,2.100000000,1.780000000,2.170000000,2.030000000,7.220000000,4.230000000,5.350000000
4/2010,105.751800000,103.848200000,83.208700000,109.680200000,112.020000000,106.651138864,118.640000000,0.670000000,0.220000000,0.000000000,0.000000000,1.860000000,5.280000000,39.700000000,11.690000000,13.330000000,22.230000000,8.170000000,21.680000000,8.760000000,28.340000000,0.850000000,287.470000000,472.520000000,9.100000000,63.900000000,13.320000000,85.610000000,32.140000000,53.740000000,30.610000000,198.990000000,562.930000000,2.890000000,2.260000000,11.870000000,3.380000000,0.190000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,7.140000000,1982.120000000,1992.820000000,2112.340000000,837.070000000,2.230000000,0.000000000,0.000000000,0.000000000,0.000000000,3.360000000,908.280000000,1.970000000,387.110000000,31.980000000,10.440000000,280.290000000,22.030000000,43.580000000,0.110000000,199.170000000,470.560000000,2.120000000,72.440000000,27.700000000,23.190000000,117.800000000,10.190000000,65.090000000,247.380000000,205.740000000,0.630000000,44.320000000,21.390000000,0.000000000,0.060000000,0.000000000,0.020000000,0.000000000,33.360000000,0.000000000,0.000000000,3.360000000,3193.500000000,3196.920000000,4069.620000000,76.100000000,111.600000000,9.600000000,122.200000000,98.500000000,132.900000000,97.700000000,176852.000000000,94691.000000000,231685.000000000,117940.000000000,51198.000000000,6049.000000000,678415.000000000,210341.000000000,175662.000000000,140178.000000000,51857.000000000,61358.000000000,881.000000000,640277.000000000,157569.000000000,100439.000000000,210722.000000000,59402.000000000,47578.000000000,68855.000000000,644565.000000000,3192.100000000,432.080000000,418.920000000,412.340000000,3097.420000000,8516848.000000000,4843133.000000000,736780005.000000000,49545292.000000000,23931274.000000000,579397.000000000,380998604.000000000,140718828.000000000,144406112.000000000,1534247758.000000000,96.000000000,27.670000000,30.670000000,70.380000000,15.710000000,32.970000000,13.670000000,21.530000000,9.490000000,1.390000000,714.290000000,78.570000000,52.750000000,45.720000000,13.500000000,91.000000000,5.260000000,2.180000000,3091.670000000,1100.000000000,857.140000000,702.220000000,589.090000000,721.430000000,1031.250000000,743.330000000,742.860000000,663.750000000,532.500000000,415.000000000,578.570000000,2.570000000,2.140000000,137.780000000,55.640000000,1498.180000000,2711.110000000,2692.860000000,615.000000000,0.580000000,860.000000000,2733.330000000,2.150000000,1.810000000,2.210000000,2.130000000,7.200000000,4.220000000,5.500000000
5/2010,106.213200000,107.362000000,84.146100000,112.399900000,110.335400000,107.936460422,157.460000000,0.500000000,0.020000000,0.030000000,176.100000000,0.000000000,14.120000000,44.600000000,9.780000000,14.830000000,26.530000000,2.890000000,18.160000000,7.670000000,27.060000000,1.960000000,288.470000000,445.500000000,6.570000000,66.470000000,14.900000000,55.750000000,37.070000000,49.650000000,59.870000000,228.860000000,630.620000000,1.240000000,2.690000000,14.680000000,0.000000000,0.430000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,190.250000000,2055.840000000,2246.510000000,2404.490000000,1445.420000000,1.940000000,0.030000000,0.000000000,0.000000000,0.000000000,3.950000000,966.530000000,2.850000000,513.120000000,32.280000000,8.070000000,302.440000000,37.370000000,61.660000000,0.190000000,234.630000000,421.340000000,2.310000000,66.870000000,25.090000000,18.900000000,108.500000000,11.180000000,42.060000000,264.300000000,181.020000000,0.750000000,52.900000000,25.670000000,0.000000000,0.000000000,0.000000000,0.010000000,0.000000000,23.650000000,0.000000000,0.000000000,3.950000000,3380.010000000,3383.960000000,4855.000000000,81.000000000,110.300000000,9.600000000,120.800000000,97.900000000,131.900000000,97.800000000,165512.000000000,85544.000000000,236431.000000000,81793.000000000,50727.000000000,5600.000000000,625607.000000000,197714.000000000,155501.000000000,141579.000000000,34830.000000000,58468.000000000,717.000000000,588809.000000000,153576.000000000,92216.000000000,207316.000000000,64670.000000000,47816.000000000,44905.000000000,610497.000000000,3205.830000000,439.910000000,423.890000000,418.810000000,3110.740000000,8226459.000000000,4243144.000000000,680444205.000000000,48869183.000000000,18981078.000000000,507454.000000000,351085097.000000000,150437251.000000000,146239560.000000000,1452965587.000000000,80.170000000,27.790000000,25.670000000,68.670000000,15.580000000,32.810000000,14.750000000,22.290000000,8.940000000,1.430000000,600.000000000,93.600000000,53.000000000,39.370000000,13.050000000,93.760000000,5.470000000,2.250000000,3610.000000000,1100.000000000,852.810000000,685.750000000,612.800000000,700.000000000,1066.670000000,743.330000000,742.890000000,664.600000000,516.330000000,453.330000000,616.670000000,2.510000000,2.240000000,132.860000000,49.710000000,1510.000000000,2725.000000000,2533.330000000,782.000000000,0.620000000,860.000000000,2550.000000000,2.260000000,2.000000000,2.240000000,2.080000000,7.270000000,4.230000000,5.560000000
6/2010,106.686300000,106.792100000,83.060000000,115.881400000,121.931800000,110.619485867,121.450000000,0.090000000,0.160000000,0.000000000,352.460000000,0.000000000,26.080000000,56.860000000,9.280000000,14.680000000,27.560000000,1.960000000,18.100000000,11.310000000,31.250000000,1.390000000,733.340000000,473.520000000,6.550000000,70.920000000,13.910000000,99.430000000,36.290000000,45.830000000,31.700000000,222.150000000,696.750000000,37.910000000,5.000000000,14.960000000,0.000000000,0.320000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,378.540000000,2660.660000000,3039.520000000,3161.220000000,943.230000000,1.360000000,0.090000000,0.000000000,0.000000000,0.000000000,4.190000000,1111.520000000,2.220000000,681.080000000,33.460000000,7.740000000,366.130000000,11.280000000,79.360000000,0.320000000,51.800000000,437.860000000,0.350000000,70.800000000,29.820000000,20.270000000,123.730000000,14.520000000,52.200000000,258.920000000,179.190000000,0.950000000,48.650000000,23.870000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,37.930000000,0.000000000,0.000000000,4.190000000,3606.060000000,3610.240000000,4592.880000000,77.600000000,110.500000000,9.500000000,121.300000000,98.900000000,132.700000000,98.400000000,166627.000000000,81880.000000000,242484.000000000,66537.000000000,49560.000000000,5272.000000000,612360.000000000,203661.000000000,146758.000000000,137130.000000000,28965.000000000,57417.000000000,682.000000000,574612.000000000,159940.000000000,91566.000000000,206749.000000000,58102.000000000,47680.000000000,50923.000000000,614960.000000000,3202.300000000,444.720000000,427.490000000,420.240000000,3110.740000000,6363461.000000000,3436825.000000000,611549044.000000000,50912588.000000000,20597651.000000000,696744.000000000,334884129.000000000,164365002.000000000,163986224.000000000,1396592661.000000000,91.380000000,27.510000000,31.740000000,71.000000000,15.770000000,33.230000000,13.670000000,21.150000000,8.200000000,1.470000000,465.050000000,60.750000000,52.920000000,33.070000000,13.050000000,94.030000000,5.320000000,2.350000000,3262.500000000,1100.000000000,825.310000000,684.170000000,597.050000000,742.570000000,1044.440000000,755.000000000,784.880000000,677.670000000,518.570000000,466.220000000,468.270000000,2.650000000,2.250000000,122.860000000,49.710000000,1510.000000000,2713.640000000,2600.000000000,791.430000000,0.600000000,880.000000000,2800.000000000,2.250000000,1.900000000,2.270000000,2.180000000,7.340000000,4.260000000,5.500000000
7/2010,106.950500000,111.108900000,83.932300000,116.414200000,123.104000000,112.561911138,62.360000000,0.360000000,0.140000000,0.000000000,93.530000000,0.000000000,26.960000000,44.760000000,10.090000000,27.570000000,35.270000000,1.070000000,18.110000000,9.480000000,24.630000000,2.180000000,588.950000000,543.750000000,5.260000000,85.710000000,23.450000000,77.730000000,59.290000000,52.710000000,44.070000000,310.780000000,580.220000000,1.360000000,5.700000000,23.330000000,0.000000000,0.370000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,120.490000000,2575.480000000,2696.340000000,2759.190000000,941.400000000,3.080000000,0.000000000,0.000000000,0.000000000,0.000000000,4.550000000,1146.700000000,3.850000000,596.880000000,33.210000000,9.760000000,402.430000000,35.310000000,33.500000000,0.360000000,100.420000000,496.330000000,1.970000000,77.980000000,31.420000000,23.380000000,150.180000000,9.990000000,70.240000000,275.060000000,194.290000000,0.760000000,50.470000000,27.900000000,0.000000000,0.190000000,0.000000000,0.000000000,0.000000000,24.870000000,0.010000000,0.000000000,4.550000000,3772.380000000,3777.110000000,4746.480000000,82.000000000,110.900000000,8.900000000,122.500000000,100.700000000,134.200000000,100.200000000,172372.000000000,83383.000000000,237634.000000000,66499.000000000,50429.000000000,5514.000000000,615831.000000000,215355.000000000,147785.000000000,134376.000000000,26196.000000000,57513.000000000,680.000000000,581905.000000000,167763.000000000,94888.000000000,213547.000000000,50277.000000000,49376.000000000,62329.000000000,638179.000000000,3200.060000000,446.690000000,428.150000000,421.150000000,3111.050000000,6225753.000000000,3678349.000000000,646587318.000000000,49696068.000000000,22106454.000000000,657421.000000000,352128079.000000000,163979825.000000000,162585868.000000000,1456077500.000000000,82.750000000,26.640000000,31.740000000,80.450000000,15.850000000,34.700000000,14.500000000,20.750000000,8.470000000,1.660000000,433.060000000,62.300000000,50.790000000,34.450000000,14.030000000,83.890000000,5.180000000,2.420000000,3500.000000000,1116.670000000,867.190000000,695.310000000,616.350000000,739.170000000,1094.440000000,760.710000000,807.140000000,672.380000000,572.440000000,447.750000000,550.000000000,2.800000000,2.510000000,108.710000000,49.710000000,1579.090000000,2715.000000000,2570.000000000,812.000000000,0.570000000,900.000000000,3244.440000000,2.270000000,2.040000000,2.300000000,2.030000000,7.610000000,4.290000000,5.560000000
